company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
Caterpillar Inc.,2027 Engineering Corporate Internship Program Welding,Summer 2027,False,,Internship,,Manufacturing & Quality,"Mossville, Illinois",no-sponsorship,411,,,2026-07-01T00:00:00Z,date_only,2026-08-05T06:24:39Z,https://cat.wd5.myworkdayjobs.com/CaterpillarCareers/job/Mossville-Illinois/XMLNAME-2027-Engineering-Corporate-Internship-Program-Welding_R0000380506
Lawrence Livermore National Laboratory (LLNL),Materials Science Division Undergraduate Intern - Fall 2026,Fall 2026,False,,Internship,,Materials Engineering,"Livermore, CA, United States",citizens-only,,,,2026-06-15T18:27:29.608Z,exact,2026-08-05T06:24:39Z,https://jobs.smartrecruiters.com/LLNL/3743990013626030
Anduril,2027 Mechanical Engineer Intern,Summer 2027,False,,Internship,,Mechanical Design,"Atlanta, Georgia, United States; Boston, Massachusetts, United States; Broomfield, Colorado, United States; Colorado Springs, Colorado, United States; Costa Mesa, California, United States; Fort Collins, Colorado, United States; Irvine, California, United States; Reston, Virginia, United States; Seattle, Washington, United States",citizens-only,,,SolidWorks; Siemens NX; CAD; FEA; CFD; Teamcenter; Computer Vision,2026-06-11T13:34:22-04:00,exact,2026-08-05T06:24:39Z,https://boards.greenhouse.io/andurilindustries/jobs/5153187007?gh_jid=5153187007
Anduril,2027 Manufacturing Engineer Intern,Summer 2027,False,,Internship,,Manufacturing & Quality,"Atlanta, Georgia, United States; Boston, Massachusetts, United States; Broomfield, Colorado, United States; Colorado Springs, Colorado, United States; Costa Mesa, California, United States; Fort Collins, Colorado, United States; Irvine, California, United States; Seattle, Washington, United States",citizens-only,,,Computer Vision,2026-06-11T13:51:24-04:00,exact,2026-08-05T06:24:39Z,https://boards.greenhouse.io/andurilindustries/jobs/5153218007?gh_jid=5153218007
Alloy Enterprises,"Co-Op, Thermal Test Engineer, Fall 2026 (July-December)",Fall 2026,False,,Co-op,,"Thermal, Fluids & Propulsion","Burlington, MA",citizens-only,,$23–$28/hr,Python; MATLAB; SolidWorks; CAD,2026-03-25T21:04:53.149+00:00,exact,2026-08-07T00:25:38Z,https://jobs.ashbyhq.com/alloyenterprises/946e7ae1-d2ac-4889-a72a-268b0aeda9bd
Hermeus,Propulsion Test Engineering Intern - Fall 2026,Fall 2026,False,,Internship,,"Thermal, Fluids & Propulsion","Jacksonville, FL",citizens-only,,25–33 USD/hr,,2026-03-16T14:29:06Z,exact,2026-08-05T06:24:39Z,https://jobs.lever.co/hermeus/31513d2a-8e08-424b-b125-4f972fcfc805
Hermeus,Mechanical Engineering Intern  - Fall 2026,Fall 2026,False,,Internship,,Mechanical Design,"Los Angeles, CA",citizens-only,,25–33 USD/hr,FEA,2026-03-09T20:47:32Z,exact,2026-08-05T06:24:39Z,https://jobs.lever.co/hermeus/6b6afa4a-b37d-4033-ac3b-e6501a951b98
Hermeus,Propulsion Engineer Intern - Fall 2026,Fall 2026,False,,Internship,,"Thermal, Fluids & Propulsion","Los Angeles, CA",citizens-only,,25–33 USD/hr,,2026-03-04T23:07:19Z,exact,2026-08-05T06:24:39Z,https://jobs.lever.co/hermeus/a949f158-6900-42e1-890d-fb3ec339c3d0
SharkNinja,"Fall 2026: Product Design Engineering Co-op, Advanced Development (July/August to December)",Fall 2026,False,,Co-op,,Mechanical Design,"Needham, MA, United States",unknown,23,,SolidWorks; Creo; CAD,2026-01-21T08:00:01-05:00,exact,2026-08-05T06:24:39Z,https://job-boards.greenhouse.io/sharkninjaoperatingllc/jobs/4646272006
SharkNinja,"Fall 2026: Product Design Engineering Co-op, Ninja (September to December)",Fall 2026,False,,Co-op,,Mechanical Design,"Needham, MA, United States",unknown,23,,SolidWorks; Creo; CAD,2026-01-21T08:00:02-05:00,exact,2026-08-26T20:17:25Z,https://job-boards.greenhouse.io/sharkninjaoperatingllc/jobs/4646375006
Amazon,"Robotics - Hardware Development Engineer Intern/Co-op - 2026 (Robotics, Mechanical, Electrical, Hardware Test, Reliability, Failure Analysis, Operations, and more)",Fall 2026,False,,Internship / Co-op,,Materials Engineering,"Westboro, Massachusetts, USA",unknown,23139,,CAD,2025-12-17T00:00:00Z,date_only,2026-08-05T06:24:39Z,https://www.amazon.jobs/en/jobs/3145033/robotics-hardware-development-engineer-intern-co-op-2026-robotics-mechanical-electrical-hardware-test-reliability-failure-analysis-operations-and-more
Hermeus,Manufacturing Engineering Intern - Fall 2026,Fall 2026,False,,Internship,,Manufacturing & Quality,"Los Angeles, CA",citizens-only,,25–33 USD/hr,,2025-09-30T01:10:25Z,exact,2026-08-17T02:04:58Z,https://jobs.lever.co/hermeus/a1f3aa29-72ea-4843-b2ea-801f3bef73ae
Collier Aerospace,NCSG Aerospace Methods & Automations Intern (Summer 2027),Summer 2027,False,,Internship,,Aerospace & Flight Sciences,"Raleigh, NC",unknown,,,,,,2026-09-10T16:38:30Z,https://ats.rippling.com/collieraerospace/jobs/c1fcbdc3-fe19-4209-b080-15a5db8c75e1
Collier Aerospace,NCSG Aerospace Structural Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Structures & FEA,"Raleigh, NC",unknown,,,,,,2026-09-10T16:38:30Z,https://ats.rippling.com/collieraerospace/jobs/e132478d-3a1c-4bb6-9f57-002df2853f0c
