company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
Thermo Fisher Scientific,Manufacturing Sciences Intern,Not stated,True,,Internship,,Manufacturing & Quality,"Rockford, Illinois, USA",unknown,368,,,2026-09-08T00:00:00Z,date_only,2026-09-08T11:35:09Z,https://thermofisher.wd5.myworkdayjobs.com/ThermoFisherCareers/job/Rockford-Illinois-USA/Manufacturing-Sciences-Intern_R-01366576
Watts Water,"Production Engineer Intern, Summer 2027",Summer 2027,False,,Internship,,Manufacturing & Quality,"Blauvelt, NY",unknown,4,,,2026-09-08T00:00:00Z,date_only,2026-09-08T21:22:24Z,https://wattswater.wd5.myworkdayjobs.com/Intern-External/job/Blauvelt-NY/Production-Engineer-Intern--Summer-2027_10017356
Solidigm,Memory Core Design Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Rancho Cordova, CA, United States",unknown,60,,,2026-09-07T14:15:52.301Z,exact,2026-09-07T21:41:03Z,https://jobs.smartrecruiters.com/Solidigm/744000147954459
General Motors,Packaging Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Burton, Michigan, United States of America",unknown,928,,,2026-09-07T00:00:00Z,date_only,2026-09-07T04:59:21Z,https://generalmotors.wd5.myworkdayjobs.com/Careers_GM/job/Burton-Michigan-United-States-of-America/Packaging-Engineering-Intern_JR-202618311
Johnson & Johnson,Athens Manufacturing Plant 2027 Co-Op,Summer 2027,False,,Co-op,,Manufacturing & Quality,"Athens, Georgia, United States of America",unknown,8,,,2026-09-07T00:00:00Z,date_only,2026-09-07T21:41:03Z,https://jj.wd5.myworkdayjobs.com/JJ/job/Athens-Georgia-United-States-of-America/Athens-Manufacturing-Plant-2027-Co-Op_R-097654-1
Harbinger Motors,"Intern, Powertrain Manufacturing",Not stated,True,,Internship,,Manufacturing & Quality,"Garden Grove, CA",unknown,,,SolidWorks; AutoCAD; CAD; Lean Manufacturing,2026-09-05T22:47:24-04:00,exact,2026-09-06T04:55:56Z,https://job-boards.greenhouse.io/harbingermotors/jobs/5231838007
Skydio,Flight Test Intern - Summer 2027,Summer 2027,False,,Internship,,Test & Validation,"San Mateo, California, United States",unknown,26,$41/hr,Linux,2026-09-04T19:01:54.953+00:00,exact,2026-09-04T20:56:27Z,https://jobs.ashbyhq.com/skydio/3eb06d6e-b6f0-4814-a80a-f1c43075873b
Skydio,Product Design Engineer Intern - Summer 2027,Summer 2027,False,,Internship,,Mechanical Design,"San Mateo, California, United States",unknown,26,$41/hr,CATIA; CAD; CNC; DFM/DFA,2026-09-04T18:58:21.127+00:00,exact,2026-09-04T20:56:27Z,https://jobs.ashbyhq.com/skydio/e541e878-567c-4c03-add8-baf19c63418f
GenScript,mRNA Manufacturing Intern (Full Time),Not stated,True,,Internship,,Manufacturing & Quality,"Redmond, Washington, United States",unknown,11,$22–$24/hr,,2026-09-04T16:51:04-04:00,exact,2026-09-04T20:56:27Z,https://job-boards.greenhouse.io/genscript/jobs/5231601007
Loram,Mechanical Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Hamel, MN, United States",unknown,,,AutoCAD; CAD,2026-09-04T15:34:38.431Z,exact,2026-09-04T16:34:33Z,https://jobs.smartrecruiters.com/Loram1/3743990015079155
Loram,Quality Engineer Intern,Not stated,True,,Internship,,Manufacturing & Quality,"Hamel, MN, United States",unknown,,,Six Sigma,2026-09-04T16:31:04.681Z,exact,2026-09-04T20:56:27Z,https://jobs.smartrecruiters.com/Loram1/3743990015081125
Allegion,Summer Intern - Manufacturing Engineering,Not stated,True,,Internship,,Manufacturing & Quality,"Indianapolis, IN - Tobey Dr",unknown,,,Creo; DFM/DFA,2026-09-04T00:00:00Z,date_only,2026-09-04T20:56:27Z,https://allegion.wd5.myworkdayjobs.com/careers/job/Indianapolis-IN---Tobey-Dr/Summer-Intern---Manufacturing-Engineering_JR37477-1
Amgen,"Undergrad Co-op - Automation Engineer, Drug Product Assembly & Packaging",Not stated,True,,Co-op,,Controls & Mechatronics,US - Massachusetts - Cambridge,unknown,768,$24.7–$28.3/hr,Tableau,2026-09-04T00:00:00Z,date_only,2026-09-04T16:34:33Z,https://amgen.wd1.myworkdayjobs.com/careers/job/US---Massachusetts---Cambridge/Undergrad-Co-op---Automation-Engineer--Drug-Product-Assembly---Packaging_R-254530
"Axcelis Technologies, Inc.",Manufacturing Engineer Co-op Production Support,Not stated,True,,Co-op,,Manufacturing & Quality,"Beverly, MA",unknown,11,,SolidWorks; Creo; AutoCAD; Six Sigma,2026-09-04T00:00:00Z,date_only,2026-09-04T16:34:33Z,https://axcelis.wd1.myworkdayjobs.com/axcelis/job/Beverly-MA/Manufacturing-Engineer-Co-op-Production-Support_12008
Canadian Solar,Raw Material Test Engineer (INTERN),Not stated,True,,Internship,,Test & Validation,"Mesquite, TX",unknown,6,,Python; MATLAB,2026-09-04T00:00:00Z,date_only,2026-09-05T04:45:01Z,https://canadiansolar.wd5.myworkdayjobs.com/CanadianSolar/job/Mesquite-TX/Raw-Material-Test-Engineer--INTERN-_10001423
Elanco,"Manufacturing Scientist/Quality Control Chemist Intern – Fort Dodge, Iowa (Summer 2027)",Summer 2027,False,,Internship,,Manufacturing & Quality,"Fort Dodge, IA",unknown,6,$20–$40/hr,,2026-09-04T00:00:00Z,date_only,2026-09-04T16:34:33Z,https://elanco.wd5.myworkdayjobs.com/External_Career/job/Fort-Dodge-IA/Manufacturing-Scientist-Quality-Control-Chemist-Intern---Fort-Dodge--Iowa--Summer-2027-_R0027070
Elanco,"Manufacturing Scientist/Technical Services Intern – Fort Dodge, Iowa (Summer 2027)",Summer 2027,False,,Internship,,Manufacturing & Quality,"Fort Dodge, IA",unknown,6,$20–$40/hr,,2026-09-04T00:00:00Z,date_only,2026-09-04T16:34:33Z,https://elanco.wd5.myworkdayjobs.com/External_Career/job/Fort-Dodge-IA/Manufacturing-Scientist-Technical-Services-Intern---Fort-Dodge--Iowa--Summer-2027-_R0027069-1
General Motors,2027 Summer Intern - Supplier Quality,Summer 2027,False,,Internship,,Manufacturing & Quality,"Warren, Michigan, United States of America",unknown,928,,GD&T; Six Sigma; Lean Manufacturing,2026-09-04T00:00:00Z,date_only,2026-09-04T20:56:27Z,https://generalmotors.wd5.myworkdayjobs.com/Careers_GM/job/Warren-Michigan-United-States-of-America/XMLNAME-2027-Summer-Intern---Supplier-Quality_JR-202617840
Hewlett Packard Enterprise,Mechanical Engineer Intern,Not stated,True,,Internship,,Mechanical Design,"Spring, Texas, United States of America",unknown,499,,CAD; CFD; HTML/CSS,2026-09-04T00:00:00Z,date_only,2026-09-04T20:56:27Z,https://hpe.wd5.myworkdayjobs.com/Jobsathpe/job/Spring-Texas-United-States-of-America/Mechanical-Engineer-Intern_1213393
POET,CAD Drafter Intern,Not stated,True,,Internship,,Mechanical Design,"Sioux Falls, SD",unknown,,,CAD; AutoCAD,2026-09-04T00:00:00Z,date_only,2026-09-04T16:34:33Z,https://poet.wd1.myworkdayjobs.com/POET/job/Sioux-Falls-SD/CAD-Drafter-Intern_R101704-1
Saab,Manufacturing Engineer (Summer Intern 2027),Summer 2027,False,,Internship,,Manufacturing & Quality,"West Lafayette, IN",citizens-only,,$21–$24/hr,,2026-09-04T00:00:00Z,date_only,2026-09-04T20:56:27Z,https://saabusa.wd1.myworkdayjobs.com/saab_careers/job/West-Lafayette-IN/Manufacturing-Engineer--Summer-Intern-2027-_R-03234
Saab,Mechanical Engineer (Summer Intern 2027),Summer 2027,False,,Internship,,Mechanical Design,"West Lafayette, IN",citizens-only,,$21–$24/hr,,2026-09-04T00:00:00Z,date_only,2026-09-04T20:56:27Z,https://saabusa.wd1.myworkdayjobs.com/saab_careers/job/West-Lafayette-IN/Mechanical-Engineer--Summer-Intern-2027-_R-03223
Saab,"Quality Engineer, Summer 2027 Intern",Summer 2027,False,,Internship,,Manufacturing & Quality,"West Lafayette, IN",citizens-only,,$21–$24/hr,,2026-09-04T00:00:00Z,date_only,2026-09-04T20:56:27Z,https://saabusa.wd1.myworkdayjobs.com/saab_careers/job/West-Lafayette-IN/Quality-Engineer--Summer-2027-Intern_R-03212
Hermeus,Mission Systems Engineering Intern - Spring/Summer 2027,Summer 2027,False,,Internship,,Systems Engineering,"Atlanta, GA",citizens-only,,25–33 USD/hr,Python; C++,2026-09-03T16:35:01Z,exact,2026-09-03T21:13:57Z,https://jobs.lever.co/hermeus/9229aa88-f54d-4ecd-85ee-b31f53b4207d
AECOM,Mechanical Engineering Intern,Summer 2027,False,,Internship,,Mechanical Design,"Arlington, VA, United States",unknown,246,,AutoCAD,2026-09-03T18:41:49.244Z,exact,2026-09-03T21:13:57Z,https://jobs.smartrecruiters.com/AECOM2/744000147333760
AECOM,Structural Engineer Intern,Not stated,True,,Internship,,Structures & FEA,"Arlington, VA, United States",citizens-only,246,,AutoCAD,2026-09-03T18:43:48.021Z,exact,2026-09-03T21:13:57Z,https://jobs.smartrecruiters.com/AECOM2/744000147334384
Barr,Internship – Structural Engineer (Hybrid),Summer 2027,False,,Internship,,Structures & FEA,"Ann Arbor, MI",no-sponsorship,,,,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://barr.wd1.myworkdayjobs.com/barrcareers/job/Ann-Arbor-MI/Internship---Structural-Engineer--Hybrid-_R-102315
Barr,Internship – Structural Engineer (Hybrid),Summer 2027,False,,Internship,,Structures & FEA,"Hibbing, MN",no-sponsorship,,,,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://barr.wd1.myworkdayjobs.com/barrcareers/job/Hibbing-MN/Internship---Structural-Engineer--Hybrid-_R-102316
Barr,Internship – Structural Engineer (Hybrid),Summer 2027,False,,Internship,,Structures & FEA,"Minneapolis, MN",no-sponsorship,,,,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://barr.wd1.myworkdayjobs.com/barrcareers/job/Minneapolis-MN/Internship---Structural-Engineer--Hybrid-_R-102314
General Motors,2027 Summer Intern – Manufacturing Tool and Die,Summer 2027,False,,Internship,,Manufacturing & Quality,"Kansas City, Kansas, United States of America",unknown,928,,,2026-09-03T00:00:00Z,date_only,2026-09-03T16:38:21Z,https://generalmotors.wd5.myworkdayjobs.com/Careers_GM/job/Kansas-City-Kansas-United-States-of-America/XMLNAME-2027-Summer-Intern---Manufacturing-Tool-and-Die_JR-202619470
General Motors,2027 Summer Intern – Manufacturing Weld Engineer,Summer 2027,False,,Internship,,Manufacturing & Quality,"Lake Orion, Michigan, United States of America",unknown,928,,,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://generalmotors.wd5.myworkdayjobs.com/Careers_GM/job/Lake-Orion-Michigan-United-States-of-America/XMLNAME-2027-Summer-Intern---Manufacturing-Weld-Engineer_JR-202619474
Momentive,Summer 2027 Intern - Supplier Quality,Summer 2027,False,,Internship,,Manufacturing & Quality,US NY Niskayuna,unknown,44,,,2026-09-03T00:00:00Z,date_only,2026-09-03T11:30:58Z,https://momentive.wd1.myworkdayjobs.com/MC/job/US-NY-Niskayuna/Summer-2027-Intern---Supplier-Quality_R9737
Moog,"Intern, Design Engineering",Not stated,True,,Internship,,Mechanical Design,"Buffalo, NY",unknown,2,,,2026-09-03T00:00:00Z,date_only,2026-09-03T16:38:21Z,https://moog.wd5.myworkdayjobs.com/moog_external_career_site/job/Buffalo-NY/Intern--Design-Engineering_R-26-19259
Motorola,Industrial Engineer: Continuous Improvement Summer Internship 2027,Summer 2027,False,,Internship,,Manufacturing & Quality,"Elgin, IL",unknown,191,,Lean Manufacturing,2026-09-03T00:00:00Z,date_only,2026-09-03T16:38:21Z,https://motorolasolutions.wd5.myworkdayjobs.com/Careers/job/Elgin-IL/Industrial-Engineer--Continuous-Improvement-Summer-Internship-2027_R68051
POET,Mechanical Engineering Intern - Summer 2027,Summer 2027,False,,Internship,,Mechanical Design,"Sioux Falls, SD",unknown,,,,2026-09-03T00:00:00Z,date_only,2026-09-03T16:38:21Z,https://poet.wd1.myworkdayjobs.com/POET/job/Sioux-Falls-SD/Mechanical-Engineering-Intern---Summer-2027_R101696
Sierra Nevada Corporation,Aerospace Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Aerospace & Flight Sciences,"Dayton, OH",citizens-only,,,MATLAB; CAD,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Dayton-OH/Aerospace-Engineering-Intern--Summer-2027-_R0030727
Sierra Nevada Corporation,Mechanical Engineer Intern (Summer 2027),Summer 2027,False,,Internship,,Mechanical Design,"Dayton, OH",citizens-only,,,MATLAB; CAD,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Dayton-OH/Mechanical-Engineer-Intern--Summer-2027-_R0030744
Sierra Nevada Corporation,Test Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Test & Validation,"Dayton, OH",citizens-only,,,MATLAB; CAD,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Dayton-OH/Test-Engineering-Intern--Summer-2027-_R0030766
Sierra Nevada Corporation,Aerospace Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Aerospace & Flight Sciences,"Hagerstown, MD",citizens-only,,,MATLAB; CAD,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Hagerstown-MD/Aerospace-Engineering-Intern--Summer-2027-_R0030737
Sierra Nevada Corporation,Manufacturing Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Manufacturing & Quality,"Hagerstown, MD",citizens-only,,,MATLAB; CAD,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Hagerstown-MD/Manufacturing-Engineering-Intern--Summer-2027-_R0030784
Sierra Nevada Corporation,Mechanical Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Mechanical Design,"Hagerstown, MD",citizens-only,,,MATLAB; CAD,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Hagerstown-MD/Mechanical-Engineering-Intern--Summer-2027-_R0030748
Sierra Nevada Corporation,Quality Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Manufacturing & Quality,"Hagerstown, MD",citizens-only,,,MATLAB; CAD,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Hagerstown-MD/Quality-Engineering-Intern--Summer-2027-_R0030785
Sierra Nevada Corporation,Test Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Test & Validation,"Hagerstown, MD",citizens-only,,,MATLAB; CAD,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Hagerstown-MD/Test-Engineering-Intern--Summer-2027-_R0030772
Sierra Nevada Corporation,Aerospace Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Aerospace & Flight Sciences,"Lone Tree, CO",citizens-only,,,MATLAB; CAD,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Lone-Tree-CO/Aerospace-Engineering-Intern--Summer-2027-_R0030735
Sierra Nevada Corporation,Mechanical Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Mechanical Design,"Lone Tree, CO",citizens-only,,,MATLAB; CAD,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Lone-Tree-CO/Mechanical-Engineering-Intern--Summer-2027-_R0030745
Sierra Nevada Corporation,Test Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Test & Validation,"Lone Tree, CO",citizens-only,,,MATLAB; CAD,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Lone-Tree-CO/Test-Engineering-Intern--Summer-2027-_R0030771
Sierra Nevada Corporation,Aerospace Engineering Intern (Summer 2027 Intern),Summer 2027,False,,Internship,,Aerospace & Flight Sciences,"Plano, TX",citizens-only,,,MATLAB; CAD,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Plano-TX/Aerospace-Engineering-Intern--Summer-2027-Intern-_R0030736
Sierra Nevada Corporation,Mechanical Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Mechanical Design,"Plano, TX",citizens-only,,,MATLAB; CAD,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Plano-TX/Mechanical-Engineering-Intern--Summer-2027-_R0030746-1
Stryker,"Quality Engineering Intern, Microbiology (or Sterility Assurance) Intern",Not stated,True,,Internship,,Manufacturing & Quality,"Arlington, Tennessee",unknown,104,,CAD; LabVIEW,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://stryker.wd1.myworkdayjobs.com/StrykerCareers/job/Arlington-Tennessee/Quality-Engineering-Intern--Microbiology--or-Sterility-Assurance--Intern_R572936
Stryker,"Quality Engineering Intern, Microbiology (or Sterility Assurance) Intern",Not stated,True,,Internship,,Manufacturing & Quality,"Arlington, Tennessee",unknown,104,,CAD; LabVIEW,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://stryker.wd1.myworkdayjobs.com/StrykerCareers/job/Arlington-Tennessee/Quality-Engineering-Intern--Microbiology--or-Sterility-Assurance--Intern_R572937
Stryker,Mechanical Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Massachusetts, Virtual Address",unknown,104,,CAD; FEA,2026-09-03T00:00:00Z,date_only,2026-09-03T21:13:57Z,https://stryker.wd1.myworkdayjobs.com/StrykerCareers/job/Massachusetts-Virtual-Address/Mechanical-Engineering-Intern_R572943-1
Stryker,Packaging Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Tempe, Arizona",unknown,104,,CAD; FEA,2026-09-03T00:00:00Z,date_only,2026-09-04T04:49:57Z,https://stryker.wd1.myworkdayjobs.com/StrykerCareers/job/Tempe-Arizona/Packaging-Engineering-Intern_R572830
TRUMPF,Manufacturing Intern,Not stated,True,,Internship,,Manufacturing & Quality,"Farmington, CT",unknown,4,,SolidWorks,2026-09-03T00:00:00Z,date_only,2026-09-03T16:38:21Z,https://trumpf.wd3.myworkdayjobs.com/TRUMPF_Students/job/Farmington-CT/Manufacturing-Intern_R00042879
Hadrian,Robotics Engineer Intern,Not stated,True,,Internship,,Controls & Mechatronics,"Los Angeles, CA",citizens-only,,,Python; C++,2026-09-02T21:47:12.152+00:00,exact,2026-09-03T04:47:10Z,https://jobs.ashbyhq.com/hadrian-automation/02e33109-08c5-4db7-8881-67294c172584
Reflect Orbital,GNC Engineering Intern,Not stated,True,,Internship,,Controls & Mechatronics,"Hawthorne, CA",unknown,,$27 – $31 per hour,Python; C++,2026-09-02T21:57:15.320+00:00,exact,2026-09-03T04:47:10Z,https://jobs.ashbyhq.com/reflect-orbital/242494ac-5d48-4d46-9b3c-16a8da598108
Reflect Orbital,Mechanical Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Hawthorne, CA",unknown,,$27 – $31 per hour,,2026-09-02T21:57:12.373+00:00,exact,2026-09-03T04:47:10Z,https://jobs.ashbyhq.com/reflect-orbital/ed0c926a-9a52-4c84-8488-2552b1f0cca6
Re:Build Manufacturing,Manufacturing Engineer Intern Fall 2026,Fall 2026,False,,Internship,,Manufacturing & Quality,"Merrimack, NH",unknown,,,FEA,2026-09-02T12:14:14-04:00,exact,2026-09-02T16:47:05Z,https://job-boards.greenhouse.io/rebuildmanufacturing/jobs/4729848005
FOTH,Structural Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Structures & FEA,"Green Bay, Wisconsin",unknown,,,CAD,2026-09-02T02:19:06Z,exact,2026-09-03T21:13:57Z,https://jobs.lever.co/foth/2dab53e6-9f06-41fe-a2c9-c9808402c1e7
FOTH,Mechanical Packaging Systems Engineering Co-op (Summer/Fall 2027),Summer 2027,False,,Co-op,,Mechanical Design,"Green Bay, Wisconsin",unknown,,,AutoCAD,2026-09-02T02:05:04Z,exact,2026-09-03T21:13:57Z,https://jobs.lever.co/foth/78374fff-0ecd-4505-9f9d-bbfb0686c51e
FOTH,Mechanical Process Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Mechanical Design,"Green Bay, Wisconsin",unknown,,,,2026-09-02T02:16:12Z,exact,2026-09-03T21:13:57Z,https://jobs.lever.co/foth/9b9e654e-cca7-463f-b0c0-fab83c0acd81
FOTH,Structural Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Structures & FEA,"Mehoopany, Pennsylvania",unknown,,,CAD,2026-09-02T02:22:16Z,exact,2026-09-03T21:13:57Z,https://jobs.lever.co/foth/b087b7bd-e1a0-41af-a2e1-46c56b6e5ccb
FOTH,Mechanical Packaging Systems Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Mechanical Design,"Green Bay, Wisconsin",unknown,,,AutoCAD,2026-09-02T02:08:06Z,exact,2026-09-03T21:13:57Z,https://jobs.lever.co/foth/c074a997-c723-4c6f-b531-686ef1461c25
FOTH,Mechanical Process Engineering Co-op (Summer/Fall 2027),Summer 2027,False,,Co-op,,Mechanical Design,"Green Bay, Wisconsin",unknown,,,,2026-09-02T02:12:29Z,exact,2026-09-03T21:13:57Z,https://jobs.lever.co/foth/d8cc43b0-5927-407f-9f0a-84bf51460354
Hermeus,Manufacturing Engineering Intern - Spring/Summer 2027,Summer 2027,False,,Internship,,Manufacturing & Quality,"Atlanta, GA",citizens-only,,25–33 USD/hr,CAD; GD&T,2026-09-02T01:22:55Z,exact,2026-09-02T04:51:16Z,https://jobs.lever.co/hermeus/1bdf3754-5649-4a50-913e-b05140cb004f
Hermeus,Manufacturing Engineering Intern - Spring/Summer/Fall 2027,Summer 2027,False,,Internship,,Manufacturing & Quality,"Los Angeles, CA",citizens-only,,25–33 USD/hr,,2026-09-02T14:59:45Z,exact,2026-09-09T16:52:46Z,https://jobs.lever.co/hermeus/5f6a6e79-9836-4c33-b40b-a2bb6c27bd06
Hermeus,Structures/Mechanical Engineering Intern - Spring/Summer 2027,Summer 2027,False,,Internship,,Structures & FEA,"Atlanta, GA",citizens-only,,25–33 USD/hr,Siemens NX; CAD; Teamcenter,2026-09-02T01:04:36Z,exact,2026-09-02T04:51:16Z,https://jobs.lever.co/hermeus/60b5d40a-1065-4bd2-8c72-6b2fb69d4761
Hermeus,Structures Engineering Intern - Spring/Summer/Fall 2027,Summer 2027,False,,Internship,,Structures & FEA,"Los Angeles, CA",citizens-only,,25–33 USD/hr,Siemens NX; CAD; GD&T; Teamcenter; DFM/DFA,2026-09-02T00:50:49Z,exact,2026-09-02T04:51:16Z,https://jobs.lever.co/hermeus/6b65768c-a8b2-4c77-8d5f-f407e32bb878
AECOM,Structural Intern- Hiring Event with AECOM - New York City,Not stated,True,,Internship,,Structures & FEA,"Piscataway, NJ, United States",unknown,246,,,2026-09-02T16:10:29.734Z,exact,2026-09-02T16:47:05Z,https://jobs.smartrecruiters.com/AECOM2/744000147036623
AECOM,Structural Intern- Hiring Event with AECOM - New York City,Not stated,True,,Internship,,Structures & FEA,"New York, NY, United States",unknown,246,,,2026-09-02T16:10:05.854Z,exact,2026-09-02T16:47:05Z,https://jobs.smartrecruiters.com/AECOM2/744000147037399
Intuitive Surgical,Mechanical Engineering Intern,Not stated,True,,Internship,,Mechanical Design,"Sunnyvale, CA, United States",unknown,14,,Python; MATLAB; SolidWorks; CAD,2026-09-02T22:49:29.677Z,exact,2026-09-03T04:47:10Z,https://jobs.smartrecruiters.com/Intuitive/744000147091674
ABB,Electrical Design Engineer Intern- Summer 2027,Summer 2027,False,,Internship,,Mechanical Design,"Fort Smith, Arkansas, United States of America",no-sponsorship,69,$20–$34/hr,,2026-09-02T00:00:00Z,date_only,2026-09-02T21:14:10Z,https://abb.wd3.myworkdayjobs.com/external_career_page/job/Fort-Smith-Arkansas-United-States-of-America/Electrical-Design-Engineer-Intern--Summer-2027_JR00045726
ABB,Mechanical Design Engineer Intern- Summer 2027,Summer 2027,False,,Internship,,Mechanical Design,"Fort Smith, Arkansas, United States of America",no-sponsorship,69,$20–$34/hr,,2026-09-02T00:00:00Z,date_only,2026-09-02T21:14:10Z,https://abb.wd3.myworkdayjobs.com/external_career_page/job/Fort-Smith-Arkansas-United-States-of-America/Mechanical-Design-Engineer-Intern--Summer-2027_JR00045727
"Axcelis Technologies, Inc.",Manufacturing Engineer Co-op Production Support,Not stated,True,,Co-op,,Manufacturing & Quality,"Beverly, MA",unknown,11,,SolidWorks; Creo; AutoCAD; Six Sigma,2026-09-02T00:00:00Z,date_only,2026-09-02T21:14:10Z,https://axcelis.wd1.myworkdayjobs.com/axcelis/job/Beverly-MA/Manufacturing-Engineer-Co-op-Production-Support_12001
"Axcelis Technologies, Inc.",Manufacturing Test Development Co-op,Not stated,True,,Co-op,,Manufacturing & Quality,"Beverly, MA",unknown,11,,SolidWorks; Creo; AutoCAD,2026-09-02T00:00:00Z,date_only,2026-09-02T21:14:10Z,https://axcelis.wd1.myworkdayjobs.com/axcelis/job/Beverly-MA/Manufacturing-Test-Development-Co-op_12009
"Axcelis Technologies, Inc.",Manufacturing Test Development Engineer Co-op,Not stated,True,,Co-op,,Manufacturing & Quality,"Beverly, MA",unknown,11,,SolidWorks; Creo; AutoCAD,2026-09-02T00:00:00Z,date_only,2026-09-02T21:14:10Z,https://axcelis.wd1.myworkdayjobs.com/axcelis/job/Beverly-MA/Manufacturing-Test-Development-Engineer-Co-op_12010
Brunswick,Supplier Quality Engineering Co-op,Not stated,True,,Co-op,,Manufacturing & Quality,"Fond du Lac, WI",unknown,54,$19–$27.5/hr,,2026-09-02T00:00:00Z,date_only,2026-09-03T04:47:10Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Fond-du-Lac-WI/Co-op-Supplier-Quality-Engineering_JR-051340
Brunswick,Quality Engineering Intern,Summer 2027,False,,Internship,,Manufacturing & Quality,"New York Mills, MN",no-sponsorship,54,$18–$27/hr,SolidWorks,2026-09-02T00:00:00Z,date_only,2026-09-03T04:47:10Z,https://brunswick.wd1.myworkdayjobs.com/search/job/New-York-Mills-MN/Quality-Engineering-Intern_JR-051507
Corteva,R & D Intern - Formulation and Materials Science,Not stated,True,,Internship,,Materials Engineering,"Indianapolis, Indiana, United States",unknown,63,,,2026-09-02T00:00:00Z,date_only,2026-09-02T21:14:10Z,https://corteva.wd5.myworkdayjobs.com/corteva/job/Indianapolis-Indiana-United-States/R---D-Intern---Formulation-and-Materials-Science_248125W
General Motors,2027 Summer Intern – Manufacturing Engineering – Body Center,Summer 2027,False,,Internship,,Manufacturing & Quality,"Warren, Michigan, United States of America",unknown,928,,,2026-09-02T00:00:00Z,date_only,2026-09-03T04:47:10Z,https://generalmotors.wd5.myworkdayjobs.com/Careers_GM/job/Warren-Michigan-United-States-of-America/XMLNAME-2027-Summer-Intern---Manufacturing-Engineering---Body-Center_JR-202619475
